Title,URL,Description,Details,Journal,Year,Resource,Type,Identifiers,Db,EntrezUID,cDate,First_Author,University,Author_Number,pmid
"Prevalence and presentation of tuberculosis among hemodialysis patients in Khartoum, Sudan.",/pubmed/27752009,"Banaga AS, Siddiq NK, Alsayed RT, Babiker R, Elmusharaf K.",Saudi J Kidney Dis Transpl. 2016 Sep-Oct;27(5):992-996. doi: 10.4103/1319-2442.190873.,Saudi J Kidney Dis Transpl, 2016,PubMed,citation,PMID:27752009,pubmed,27752009,2016/10/19 , Banaga AS,Khartoum,5,27752009
"General Practitioners' Prescribing Patterns at Primary Healthcare Centers in National Health Insurance, Gezira, Sudan.",/pubmed/27747832,"Yousif BM, Supakankunti S.",Drugs Real World Outcomes. 2016 Sep;3(3):327-332.,Drugs Real World Outcomes, 2016,PubMed,citation,PMID:27747832 | PMCID:PMC5042943,pubmed,27747832,2016/10/18 , Yousif BM,Khartoum,2,27747832 | PMCID:PMC5042943
"Comparative study of neuropharmacological, analgesic properties and phenolic profile of Ajwah, Safawy and Sukkari cultivars of date palm (Phoenix dactylifera).",/pubmed/27746708,"Sheikh BY, Zihad SM, Sifat N, Uddin SJ, Shilpi JA, Hamdi OA, Hossain H, Rouf R, Jahan IA.",Orient Pharm Exp Med. 2016;16(3):175-183.,Orient Pharm Exp Med, 2016,PubMed,citation,PMID:27746708 | PMCID:PMC5040737,pubmed,27746708,2016/10/18 , Sheikh BY,Khartoum,9,27746708 | PMCID:PMC5040737
Insulin storage in hot climates without refrigeration: temperature reduction efficacy of clay pots and other techniques.,/pubmed/27472257,"Ogle GD, Abdullah M, Mason D, Januszewski AS, Besançon S.",Diabet Med. 2016 Nov;33(11):1544-1553. doi: 10.1111/dme.13194.,Diabet Med, 2016,PubMed,citation,PMID:27472257,pubmed,27472257,2016/10/18 , Ogle GD,Khartoum,5,27472257
"International Nosocomial Infection Control Consortium report, data summary of 50 countries for 2010-2015: Device-associated module.",/pubmed/27742143,"Rosenthal VD, Al-Abdely HM, El-Kholy AA, AlKhawaja SA, Leblebicioglu H, Mehta Y, Rai V, Hung NV, Kanj SS, Salama MF, Salgado-Yepez E, Elahi N, Morfin Otero R, Apisarnthanarak A, De Carvalho BM, Ider BE, Fisher D, Buenaflor MC, Petrov MM, Quesada-Mora AM, Zand F, Gurskis V, et al.",Am J Infect Control. 2016 Dec 1;44(12):1495-1504. doi: 10.1016/j.ajic.2016.08.007.,Am J Infect Control, 2016,PubMed,citation,PMID:27742143,pubmed,27742143,2016/10/16 , Rosenthal VD,Khartoum,23,27742143
Estimating the burden of injury in urban and rural Sudan in 2008.,/pubmed/27729441,"Abdalla S, Ahmed S, Swareldahab Z, Bhalla K; Sudan Burden of Injury Team..",Inj Prev. 2016 Oct 11. pii: injuryprev-2016-042067. doi: 10.1136/injuryprev-2016-042067. [Epub ahead of print],Inj Prev, 2016,PubMed,citation,PMID:27729441,pubmed,27729441,2016/10/13 , Abdalla S,Khartoum,4,27729441
Results of application of the ISPD guidelines to the management of peritoneal dialysis in a single center in Sudan.,/pubmed/27717678,"Kheir SM, Kafi SK, Ryden P, Elbir H, Soliman MA, Ali S, Abulikailik R, Ahamed K, Abu-Aisha H.",J Infect Public Health. 2016 Oct 4. pii: S1876-0341(16)30128-9. doi: 10.1016/j.jiph.2016.08.008. [Epub ahead of print],J Infect Public Health, 2016,PubMed,citation,PMID:27717678,pubmed,27717678,2016/10/09 , Kheir SM,Khartoum,9,27717678
Mycetoma Pulmonary Secondaries from a Gluteal Eumycetoma: An Unusual Presentation.,/pubmed/27711109,"Mohamed NA, Fahal AH.",PLoS Negl Trop Dis. 2016 Oct 6;10(10):e0004945. doi: 10.1371/journal.pntd.0004945. No abstract available.,PLoS Negl Trop Dis, 2016,PubMed,citation,PMID:27711109 | PMCID:PMC5053594,pubmed,27711109,2016/10/07 , Mohamed NA,Khartoum,2,27711109 | PMCID:PMC5053594
QT Interval Derived Measurements in Patients with Cardiac Syndrome X Compared to Coronary Artery Disease.,/pubmed/27708590,Lutfi MF.,Front Physiol. 2016 Sep 21;7:422.,Front Physiol, 2016,PubMed,citation,PMID:27708590 | PMCID:PMC5030246,pubmed,27708590,2016/10/07 , Lutfi MF,Khartoum,1,27708590 | PMCID:PMC5030246
Molecular cloning and expression pattern of oriental river prawn (Macrobrachium nipponense) nitric oxide synthase.,/pubmed/27706647,"Rahman NM, Fu HT, Sun SM, Qiao H, Jin S, Bai HK, Zhang WY, Liang GX, Gong YS, Xiong YW, Wu Y.",Genet Mol Res. 2016 Aug 29;15(3). doi: 10.4238/gmr.15038541.,Genet Mol Res, 2016,PubMed,citation,PMID:27706647,pubmed,27706647,2016/10/06 , Rahman NM,Khartoum,11,27706647
Temporal and spatial expression of Smads and their correlation with YAP1 expression in sheep.,/pubmed/27706608,"Gao W, Su R, Sun W, Wang QZ, Lv XY, Bao JJ, Yu JR, Wang LH, Musa HH, Chen L.",Genet Mol Res. 2016 Aug 26;15(3). doi: 10.4238/gmr.15037715.,Genet Mol Res, 2016,PubMed,citation,PMID:27706608,pubmed,27706608,2016/10/06 , Gao W,Khartoum,10,27706608
Clinical Outcomes in 3343 Children and Adults With Rheumatic Heart Disease From 14 Low- and Middle-Income Countries: Two-Year Follow-Up of the Global Rheumatic Heart Disease Registry (the REMEDY Study).,/pubmed/27702773,"Zühlke L, Karthikeyan G, Engel ME, Rangarajan S, Mackie P, Cupido-Katya Mauff B, Islam S, Daniels R, Francis V, Ogendo S, Gitura B, Mondo C, Okello E, Lwabi P, Al-Kebsi MM, Hugo-Hamman C, Sheta SS, Haileamlak A, Daniel W, Goshu DY, Abdissa SG, Desta AG, et al.",Circulation. 2016 Nov 8;134(19):1456-1466.,Circulation, 2016,PubMed,citation,PMID:27702773,pubmed,27702773,2016/10/06 , Zühlke L,Khartoum,23,27702773
"Chronic respiratory disease in adults treated for tuberculosis in Khartoum, Sudan.",/pubmed/27695684,"Osman RK, Mortimer K, Bjune G, El Sony AI.",Public Health Action. 2016 Sep;6(3):199-204.,Public Health Action, 2016,PubMed,citation,PMID:27695684 | PMCID:PMC5034787,pubmed,27695684,2016/10/04 , Osman RK,Khartoum,4,27695684 | PMCID:PMC5034787
"Climate Change Influences on the Global Potential Distribution of the Mosquito Culex quinquefasciatus, Vector of West Nile Virus and Lymphatic Filariasis.",/pubmed/27695107,"Samy AM, Elaagip AH, Kenawy MA, Ayres CF, Peterson AT, Soliman DE.",PLoS One. 2016 Oct 3;11(10):e0163863. doi: 10.1371/journal.pone.0163863.,PLoS One, 2016,PubMed,citation,PMID:27695107 | PMCID:PMC5047650,pubmed,27695107,2016/10/04 , Samy AM,Khartoum,6,27695107 | PMCID:PMC5047650
Medical students' perceptions towards research at a Sudanese University.,/pubmed/27682259,Osman T.,BMC Med Educ. 2016 Sep 29;16(1):253.,BMC Med Educ, 2016,PubMed,citation,PMID:27682259 | PMCID:PMC5041407,pubmed,27682259,2016/09/30 , Osman T,Khartoum,1,27682259 | PMCID:PMC5041407
"Exploring the reasons why pharmacists dispense antibiotics without prescriptions in Khartoum state, Sudan.",/pubmed/27677640,"Salim AM, Elgizoli B.",Int J Pharm Pract. 2016 Sep 28. doi: 10.1111/ijpp.12317. [Epub ahead of print],Int J Pharm Pract, 2016,PubMed,citation,PMID:27677640,pubmed,27677640,2016/09/30 , Salim AM,Khartoum,2,27677640
Symptoms and signs of heart failure at admission and discharge and outcomes in the Sub-Saharan Acute Heart Failure (THESUS-HF) registry.,/pubmed/27664511,"Sani MU, Cotter G, Davison BA, Mayosi BM, Damasceno A, Edwards C, Ogah OS, Mondo C, Dzudie A, Ojji DB, Kouam Kouam C, Suliman A, Yonga G, Ba SA, Maru F, Alemayehu B, Sliwa K.",J Card Fail. 2016 Sep 21. pii: S1071-9164(16)31150-2. doi: 10.1016/j.cardfail.2016.09.016. [Epub ahead of print],J Card Fail, 2016,PubMed,citation,PMID:27664511,pubmed,27664511,2016/09/25 , Sani MU,Khartoum,17,27664511
Governance and Standards in International Clinical Research: The Role of Transnational Consortia.,/pubmed/27653405,"Ravinetto R, Becker SL, Sacko M, El-Safi S, Mahendradhata Y, Lutumba P, Rijal S, Lim K, Sundar S, N'Goran EK, Verdonck K, Utzinger J, Chappuis F, Boelaert M.",Am J Bioeth. 2016 Oct;16(10):59-61. doi: 10.1080/15265161.2016.1214317. No abstract available.,Am J Bioeth, 2016,PubMed,citation,PMID:27653405,pubmed,27653405,2016/09/23 , Ravinetto R,Khartoum,14,27653405
A relic of the Wellcome Tropical Research Laboratories in Khartoum (1903-34).,/pubmed/27651557,Adeel AA.,Sudan J Paediatr. 2016;16(1):67-75.,Sudan J Paediatr, 2016,PubMed,citation,PMID:27651557 | PMCID:PMC5025937,pubmed,27651557,2016/09/22 , Adeel AA,Khartoum,1,27651557 | PMCID:PMC5025937
Idiopathic neonatal hepatitis or extrahepatic biliary atresia? The role of liver biopsy.,/pubmed/27651555,"Kheir AE, Ahmed WM, Gaber I, Gafer SM, Yousif BM.",Sudan J Paediatr. 2016;16(1):58-62.,Sudan J Paediatr, 2016,PubMed,citation,PMID:27651555 | PMCID:PMC5025934,pubmed,27651555,2016/09/22 , Kheir AE,Khartoum,5,27651555 | PMCID:PMC5025934
Frequency of neonatal hyperglycaemia at Gaafar Ibnauf Children's Hospital: Clinical aspects and short term outcome.,/pubmed/27651553,"Mohammed MM, Abdel Rahman SM.",Sudan J Paediatr. 2016;16(1):45-52.,Sudan J Paediatr, 2016,PubMed,citation,PMID:27651553 | PMCID:PMC5025932,pubmed,27651553,2016/09/22 , Mohammed MM,Khartoum,2,27651553 | PMCID:PMC5025932
Treatment of iron deficiency anaemia with the natural hematinic Carbaodeim.,/pubmed/27651552,"Mohamed Ali MF, Swar MO, Osman AM.",Sudan J Paediatr. 2016;16(1):37-44.,Sudan J Paediatr, 2016,PubMed,citation,PMID:27651552 | PMCID:PMC5025931,pubmed,27651552,2016/09/22 , Mohamed Ali MF,Khartoum,3,27651552 | PMCID:PMC5025931
Mycobacterium tuberculosis PPE32 promotes cytokines production and host cell apoptosis through caspase cascade accompanying with enhanced ER stress response.,/pubmed/27634911,"Deng W, Yang W, Zeng J, Abdalla AE, Xie J.",Oncotarget. 2016 Sep 15. doi: 10.18632/oncotarget.12030. [Epub ahead of print],Oncotarget, 2016,PubMed,citation,PMID:27634911,pubmed,27634911,2016/09/17 , Deng W,Khartoum,5,27634911
Physicochemical and Nonlinear Optical Properties of Novel Environmentally Benign Heterocyclic Azomethine Dyes: Experimental and Theoretical Studies.,/pubmed/27631371,"Afzal SM, Razvi MA, Khan SA, Osman OI, Bakry AH, Asiri AM.",PLoS One. 2016 Sep 15;11(9):e0161613. doi: 10.1371/journal.pone.0161613.,PLoS One, 2016,PubMed,citation,PMID:27631371 | PMCID:PMC5025016,pubmed,27631371,2016/09/16 , Afzal SM,Khartoum,6,27631371 | PMCID:PMC5025016
Efficacy and Safety of AmBisome in Combination with Sodium Stibogluconate or Miltefosine and Miltefosine Monotherapy for African Visceral Leishmaniasis: Phase II Randomized Trial.,/pubmed/27627654,"Wasunna M, Njenga S, Balasegaram M, Alexander N, Omollo R, Edwards T, Dorlo TP, Musa B, Ali MH, Elamin MY, Kirigi G, Juma R, Kip AE, Schoone GJ, Hailu A, Olobo J, Ellis S, Kimutai R, Wells S, Khalil EA, Strub Wourgaft N, Alves F, et al.",PLoS Negl Trop Dis. 2016 Sep 14;10(9):e0004880. doi: 10.1371/journal.pntd.0004880.,PLoS Negl Trop Dis, 2016,PubMed,citation,PMID:27627654 | PMCID:PMC5023160,pubmed,27627654,2016/09/15 , Wasunna M,Khartoum,23,27627654 | PMCID:PMC5023160
Characterization of partially purified milk-clotting enzyme from sunflower (Helianthus annuus) seeds.,/pubmed/27625777,"Nasr AI, Mohamed Ahmed IA, Hamid OI.",Food Sci Nutr. 2016 Jan 15;4(5):733-41. doi: 10.1002/fsn3.338.,Food Sci Nutr, 2016,PubMed,citation,PMID:27625777 | PMCID:PMC5011381,pubmed,27625777,2016/09/15 , Nasr AI,Khartoum,3,27625777 | PMCID:PMC5011381
Development and evaluation of real-time loop-mediated isothermal amplification assay for rapid detection of cystic echinococcosis.,/pubmed/27619674,"Ahmed ME, Eldigail MH, Elamin FM, Ali IA, Grobusch MP, Aradaib IE.",BMC Vet Res. 2016 Sep 13;12:202. doi: 10.1186/s12917-016-0809-2.,BMC Vet Res, 2016,PubMed,citation,PMID:27619674 | PMCID:PMC5020552,pubmed,27619674,2016/09/14 , Ahmed ME,Khartoum,6,27619674 | PMCID:PMC5020552
Characterization of the Eyes in Preoperative Cataract Saudi Patients by Using Medical Diagnostic Ultrasound.,/pubmed/27617573,"Mahmoud MZ, Alkhorayef M, Sulieman A.",West Indian Med J. 2016 Feb 15. pii: wimj.2015.373. doi: 10.7727/wimj.2015.373. [Epub ahead of print],West Indian Med J, 2016,PubMed,citation,PMID:27617573,pubmed,27617573,2016/09/13 , Mahmoud MZ,Khartoum,3,27617573
The effect of increased lipoproteins levels on the disposition of vincristine in rat.,/pubmed/27613245,"Khalil HA, Belal TS, El-Yazbi AF, Hamdy DA.",Lipids Health Dis. 2016 Sep 9;15:152. doi: 10.1186/s12944-016-0318-0.,Lipids Health Dis, 2016,PubMed,citation,PMID:27613245 | PMCID:PMC5017019,pubmed,27613245,2016/09/11 , Khalil HA,Khartoum,4,27613245 | PMCID:PMC5017019
Evaluation of field resistance to Striga hermonthica (Del.) Benth. in Sorghum bicolor (L.) Moench. The relationship with strigolactones.,/pubmed/27611187,"Mohemed N, Charnikhova T, Bakker EJ, van Ast A, Babiker AG, Bouwmeester HJ.",Pest Manag Sci. 2016 Nov;72(11):2082-2090. doi: 10.1002/ps.4426.,Pest Manag Sci, 2016,PubMed,citation,PMID:27611187,pubmed,27611187,2016/09/10 , Mohemed N,Khartoum,6,27611187
"Public Knowledge of Oral Cancer and Modelling of Demographic Background Factors Affecting this Knowledge in Khartoum State, Sudan.",/pubmed/27606114,"Al-Hakimi HA, Othman AE, Mohamed OG, Saied AM, Ahmed WA.",Sultan Qaboos Univ Med J. 2016 Aug;16(3):e335-40. doi: 10.18295/squmj.2016.16.03.012.,Sultan Qaboos Univ Med J, 2016,PubMed,citation,PMID:27606114 | PMCID:PMC4996297,pubmed,27606114,2016/09/09 , Al-Hakimi HA,Khartoum,5,27606114 | PMCID:PMC4996297
Sero-epidemiology and risk factors for Toxoplasma gondii among pregnant women in Arab and African countries.,/pubmed/27605750,Alsammani MA.,J Parasit Dis. 2016 Sep;40(3):569-79. doi: 10.1007/s12639-014-0558-8.,J Parasit Dis, 2016,PubMed,citation,PMID:27605750 | PMCID:PMC4996171,pubmed,27605750,2016/09/09 , Alsammani MA,Khartoum,1,27605750 | PMCID:PMC4996171
12th WINFOCUS world congress on ultrasound in emergency and critical care.,/pubmed/27604617,"Acar Y, Tezel O, Salman N, Cevik E, Algaba-Montes M, Oviedo-García A, Patricio-Bordomás M, Mahmoud MZ, Sulieman A, Ali A, Mustafa A, Abdelrahman I, Bahar M, Ali O, Lester Kirchner H, Prosen G, Anzic A, Leeson P, Bahreini M, Rasooli F, Hosseinnejad H, Blecher G, et al.",Crit Ultrasound J. 2016 Sep;8(Suppl 1):12. doi: 10.1186/s13089-016-0046-8. Erratum in: Crit Ultrasound J. 2016 Dec;8(1):13.,Crit Ultrasound J, 2016,PubMed,citation,PMID:27604617 | PMCID:PMC5014769,pubmed,27604617,2016/09/09 , Acar Y,Khartoum,23,27604617 | PMCID:PMC5014769
Hereditary spastic paraplegias: identification of a novel SPG57 variant affecting TFG oligomerization and description of HSP subtypes in Sudan.,/pubmed/27601211,"Elsayed LE, Mohammed IN, Hamed AA, Elseed MA, Johnson A, Mairey M, Mohamed HE, Idris MN, Salih MA, El-Sadig SM, Koko ME, Mohamed AY, Raymond L, Coutelier M, Darios F, Siddig RA, Ahmed AK, Babai AM, Malik HM, Omer ZM, Mohamed EO, Eltahir HB, et al.",Eur J Hum Genet. 2016 Jan;25(1):100-110. doi: 10.1038/ejhg.2016.108.,Eur J Hum Genet, 2016,PubMed,citation,PMID:27601211 | PMCID:PMC5159756,pubmed,27601211,2016/09/08 , Elsayed LE,Khartoum,23,27601211 | PMCID:PMC5159756
Effect of sulfurization time on the properties of copper zinc tin sulfide thin films grown by electrochemical deposition.,/pubmed/27600023,"Aldalbahi A, Mkawi EM, Ibrahim K, Farrukh MA.",Sci Rep. 2016 Sep 7;6:32431. doi: 10.1038/srep32431.,Sci Rep, 2016,PubMed,citation,PMID:27600023 | PMCID:PMC5013269,pubmed,27600023,2016/09/08 , Aldalbahi A,Khartoum,4,27600023 | PMCID:PMC5013269
"Risk of eating disorders in a non-western setting: an exploratory study in Khartoum state, Sudan.",/pubmed/27585924,"Lau CC, Ambrosino E.",Eat Weight Disord. 2016 Sep 1. [Epub ahead of print],Eat Weight Disord, 2016,PubMed,citation,PMID:27585924,pubmed,27585924,2016/09/03 , Lau CC,Khartoum,2,27585924
Intranasal Midazolam Sedation in a Pediatric Emergency Dental Clinic.,/pubmed/27585415,"Peerbhay F, Elsheikhomer AM.",Anesth Prog. 2016 Fall;63(3):122-30. doi: 10.2344/15-00016.1.,Anesth Prog, 2016,PubMed,citation,PMID:27585415 | PMCID:PMC5011954,pubmed,27585415,2016/09/02 , Peerbhay F,Khartoum,2,27585415 | PMCID:PMC5011954
"Sexually transmitted infections other than HIV/AIDS among women of low socio-economic class attending antenatal clinics in Khartoum, Sudan.",/pubmed/27582306,"Abdelrahim NA, Ahmed HI, Fadl-Elmula IM, Bayoumi MA, Homeida MM.",Int J STD AIDS. 2016 Aug 31. pii: 0956462416668080. [Epub ahead of print],Int J STD AIDS, 2016,PubMed,citation,PMID:27582306,pubmed,27582306,2016/09/02 , Abdelrahim NA,Khartoum,5,27582306
Title,URL,Description,Details,ShortDetails,NA,Resource,Type,Identifiers,Db,EntrezUID,Properties,NA,Khartoum,1,Identifiers
Infarcted rat myocardium: Data from biaxial tensile and uniaxial compressive testing and analysis of collagen fibre orientation.,/pubmed/27579338,"Sirry MS, Butler JR, Patnaik SS, Brazile B, Bertucci R, Claude A, McLaughlin R, Davies NH, Liao J, Franz T.",Data Brief. 2016 Aug 4;8:1338-43. doi: 10.1016/j.dib.2016.08.005.,Data Brief, 2016,PubMed,citation,PMID:27579338 | PMCID:PMC4992040,pubmed,27579338,2016/09/01 , Sirry MS,Khartoum,10,27579338 | PMCID:PMC4992040
SEX DIFFERENCES ON THE WISC-III AMONG CHILDREN IN SUDAN AND THE UNITED STATES.,/pubmed/27574095,"Bakhiet SF, Albursan IS, Al Qudah MF, Abduljabbar AS, Aljomaa SS, Toto HS, Lynn R.",J Biosoc Sci. 2016 Aug 30:1-6. [Epub ahead of print],J Biosoc Sci, 2016,PubMed,citation,PMID:27574095,pubmed,27574095,2016/08/31 , Bakhiet SF,Khartoum,7,27574095
"Chemical composition, antiproliferative, antioxidant and antibacterial activities of essential oils from aromatic plants growing in Sudan.",/pubmed/27569885,"Yagi S, Babiker R, Tzanova T, Schohn H.",Asian Pac J Trop Med. 2016 Aug;9(8):763-70. doi: 10.1016/j.apjtm.2016.06.009.,Asian Pac J Trop Med, 2016,PubMed,citation,PMID:27569885,pubmed,27569885,2016/08/30 , Yagi S,Khartoum,4,27569885
Stability studies on florfenicol using developed derivative spectrophotometric methods.,/pubmed/27567357,"Elimam MM, Shantier SW, Gadkariem EA, Mohamed MA, Osman Z.",Ann Pharm Fr. 2016 Aug 24. pii: S0003-4509(16)30061-X. doi: 10.1016/j.pharma.2016.07.003. [Epub ahead of print],Ann Pharm Fr, 2016,PubMed,citation,PMID:27567357,pubmed,27567357,2016/08/28 , Elimam MM,Khartoum,5,27567357
Validity and reliability of Arabic MOS social support survey.,/pubmed/27547680,"Dafaalla M, Farah A, Bashir S, Khalil A, Abdulhamid R, Mokhtar M, Mahadi M, Omer Z, Suliman A, Elkhalifa M, Abdelgadir H, Kheir AE, Abdalrahman I.",Springerplus. 2016 Aug 9;5(1):1306. doi: 10.1186/s40064-016-2960-4.,Springerplus, 2016,PubMed,citation,PMID:27547680 | PMCID:PMC4978659,pubmed,27547680,2016/08/23 , Dafaalla M,Khartoum,13,27547680 | PMCID:PMC4978659
"A Qualitative Evidence of the Breeding Sites of Anopheles arabiensis Patton (Diptera: Culicidae) in and Around Kassala Town, Eastern Sudan.",/pubmed/27547039,"Hamza AM, El Rayah el A.",Int J Insect Sci. 2016 Aug 11;8:65-70. doi: 10.4137/IJIS.S40071.,Int J Insect Sci, 2016,PubMed,citation,PMID:27547039 | PMCID:PMC4982522,pubmed,27547039,2016/08/23 , Hamza AM,Khartoum,2,27547039 | PMCID:PMC4982522
"Association between type 1, type 2 cytokines, diabetic autoantibodies and 25-hydroxyvitamin D in children with type 1 diabetes.",/pubmed/27541155,"Talaat IM, Nasr A, Alsulaimani AA, Alghamdi H, Alswat KA, Almalki DM, Abushouk A, Saleh AM, Allam G.",J Endocrinol Invest. 2016 Dec;39(12):1425-1434.,J Endocrinol Invest, 2016,PubMed,citation,PMID:27541155,pubmed,27541155,2016/08/20 , Talaat IM,Khartoum,9,27541155
Link of a ubiquitous human coronavirus to dromedary camels.,/pubmed/27528677,"Corman VM, Eckerle I, Memish ZA, Liljander AM, Dijkman R, Jonsdottir H, Juma Ngeiywa KJ, Kamau E, Younan M, Al Masri M, Assiri A, Gluecks I, Musa BE, Meyer B, Müller MA, Hilali M, Bornstein S, Wernery U, Thiel V, Jores J, Drexler JF, Drosten C.",Proc Natl Acad Sci U S A. 2016 Aug 30;113(35):9864-9. doi: 10.1073/pnas.1604472113.,Proc Natl Acad Sci U S A, 2016,PubMed,citation,PMID:27528677 | PMCID:PMC5024591,pubmed,27528677,2016/08/17 , Corman VM,Khartoum,22,27528677 | PMCID:PMC5024591
Candidate genes for the development of hair follicles in Hu sheep.,/pubmed/27525902,"Lv XY, Ni R, Sun W, Su R, Musa HH, Yin JF, Wang QZ, Gao W, Chen L.",Genet Mol Res. 2016 Aug 5;15(3). doi: 10.4238/gmr.15036877.,Genet Mol Res, 2016,PubMed,citation,PMID:27525902,pubmed,27525902,2016/08/16 , Lv XY,Khartoum,9,27525902
Histomorphometric parameters of normal full term placenta of Sudanese women.,/pubmed/27512729,"Abdalla AM, Tingari MD, Abdalla MA.",Heliyon. 2016 Jul 28;2(7):e00135. doi: 10.1016/j.heliyon.2016.e00135.,Heliyon, 2016,PubMed,citation,PMID:27512729 | PMCID:PMC4971126,pubmed,27512729,2016/08/12 , Abdalla AM,Khartoum,3,27512729 | PMCID:PMC4971126
Capillary electrophoresis method with UV-detection for analysis of free amino acids concentrations in food.,/pubmed/27507479,"Omar MM, Elbashir AA, Schmitz OJ.",Food Chem. 2017 Jan 1;214:300-7. doi: 10.1016/j.foodchem.2016.07.060.,Food Chem, 2017,PubMed,citation,PMID:27507479,pubmed,27507479,2016/08/11 , Omar MM,Khartoum,3,27507479
